,Price Range,Cuisine Style,URL_TA,Number of Reviews
10926,,,/Restaurant_Review-g186338-d7887289-Reviews-Panini_Divini_Plc-London_England.html,2.0
10927,$,,/Restaurant_Review-g187849-d2535723-Reviews-Le_Combattenti-Milan_Lombardy.html,68.0
10929,,,/Restaurant_Review-g187323-d1342368-Reviews-Shahjajahan_India_Restaurant_Lieferservice-Berlin.html,7.0
10930,,,/Restaurant_Review-g187514-d9562457-Reviews-Dackel-Madrid.html,1.0
10931,,,/Restaurant_Review-g187147-d10026656-Reviews-La_Tour_Celeste-Paris_Ile_de_France.html,1.0
10932,,,/Restaurant_Review-g187147-d2010956-Reviews-Bus_Palladium-Paris_Ile_de_France.html,67.0
10933,,,/Restaurant_Review-g187147-d5957545-Reviews-O_de_Rose_Restaurant_Traiteur_Casher-Paris_Ile_de_France.html,4.0
10934,,"['European', 'Deli', 'Slovenian']",/Restaurant_Review-g274873-d12952495-Reviews-Zvezda-Ljubljana_Upper_Carniola_Region.html,8.0
10935,$$ - $$$,,/Restaurant_Review-g188590-d10338043-Reviews-Cafe_De_Kroegtijger-Amsterdam_North_Holland_Province.html,95.0
10936,,"['Cafe', 'Healthy']",/Restaurant_Review-g186338-d8802036-Reviews-Energy_Kitchen-London_England.html,3.0
10937,$$ - $$$,"['Italian', 'Pizza']",/Restaurant_Review-g187147-d4167660-Reviews-Amore_Mio-Paris_Ile_de_France.html,11.0
10938,$,"['Italian', 'Pizza', 'Mediterranean']",/Restaurant_Review-g187849-d5892009-Reviews-Pizzeria_Italia_1_n3-Milan_Lombardy.html,10.0
10939,,,/Restaurant_Review-g274707-d11538644-Reviews-Hiro-Prague_Bohemia.html,1.0
10940,$,"['Italian', 'Pizza', 'Fast Food']",/Restaurant_Review-g187147-d9569030-Reviews-Tour_Food-Paris_Ile_de_France.html,12.0
10941,,,/Restaurant_Review-g274887-d10821474-Reviews-Chimichanga-Budapest_Central_Hungary.html,6.0
10942,$,,/Restaurant_Review-g190479-d12682337-Reviews-Bislett_Kebab_House-Oslo_Eastern_Norway.html,14.0
10943,,"['Bar', 'Pub']",/Restaurant_Review-g189400-d1055161-Reviews-ELEVEN-Athens_Attica.html,11.0
10944,$$ - $$$,,/Restaurant_Review-g187514-d5796257-Reviews-Restaurantes_Los_Clarines-Madrid.html,30.0
10946,,,/Restaurant_Review-g186338-d7276823-Reviews-Soho_Radio-London_England.html,4.0
10947,,,/Restaurant_Review-g187514-d3702582-Reviews-Smash-Madrid.html,3.0
10948,$$ - $$$,,/Restaurant_Review-g187331-d8713938-Reviews-Cafe_Amira-Hamburg.html,14.0
10949,,"['Chinese', 'Fast Food']",/Restaurant_Review-g274707-d7124112-Reviews-Chinese_Bistro_On_Lidicka_Street-Prague_Bohemia.html,5.0
10950,,"['French', 'Fast Food', 'European']",/Restaurant_Review-g188644-d13202060-Reviews-Fnac-Brussels.html,2.0
10951,$$ - $$$,"['Belgian', 'Bar', 'European']",/Restaurant_Review-g950777-d7311050-Reviews-La_Ville_de_Brugge-Anderlecht_Brussels.html,20.0
10952,$$ - $$$,"['European', 'Portuguese']",/Restaurant_Review-g189158-d8793769-Reviews-Cook_It-Lisbon_Lisbon_District_Central_Portugal.html,12.0
10953,,,/Restaurant_Review-g187309-d4959571-Reviews-Lucky_Who-Munich_Upper_Bavaria_Bavaria.html,35.0
10954,,"['European', 'Portuguese']",/Restaurant_Review-g189158-d5963234-Reviews-Cafe_Dias-Lisbon_Lisbon_District_Central_Portugal.html,12.0
10955,$,"['Pizza', 'Turkish', 'Middle Eastern']",/Restaurant_Review-g187331-d10441825-Reviews-Koz_Bingol-Hamburg.html,15.0
10956,,,/Restaurant_Review-g187331-d5513995-Reviews-Alster_Grilleck-Hamburg.html,3.0
10957,,"['Fusion', 'South American']",/Restaurant_Review-g950779-d7342385-Reviews-Cafe_De_Kroon-Sint_Agatha_Berchem_Brussels.html,3.0
10958,,"['European', 'Hungarian']",/Restaurant_Review-g274887-d12097427-Reviews-Akacos-Budapest_Central_Hungary.html,4.0
10959,,,/Restaurant_Review-g189400-d2322460-Reviews-Kalamaki_Ermou_Parrilla-Athens_Attica.html,5.0
10960,$,"['Japanese', 'Asian']",/Restaurant_Review-g187147-d8371902-Reviews-Sakanaya-Paris_Ile_de_France.html,21.0
10961,,,/Restaurant_Review-g274707-d12936195-Reviews-Wan_Fu_Lou-Prague_Bohemia.html,2.0
10962,$,"['Bar', 'Pub']",/Restaurant_Review-g187323-d7910518-Reviews-Die_Kleine_Weltlaterne-Berlin.html,10.0
10963,,"['Italian', 'Pizza']",/Restaurant_Review-g187849-d3535470-Reviews-Pizzeria_4_Stagioni-Milan_Lombardy.html,2.0
10964,,,/Restaurant_Review-g187323-d1037157-Reviews-Little_Italy-Berlin.html,8.0
10965,$,"['Argentinean', 'Vegetarian Friendly']",/Restaurant_Review-g189158-d8494240-Reviews-Empanaderia_El_Pibe-Lisbon_Lisbon_District_Central_Portugal.html,48.0
10966,$$ - $$$,,/Restaurant_Review-g188057-d4297223-Reviews-La_Boheme-Geneva.html,10.0
10967,,,/Restaurant_Review-g186338-d1015467-Reviews-Canli_Balik-London_England.html,11.0
10969,$,,/Restaurant_Review-g187147-d4843264-Reviews-La_nouvelle_Gare-Paris_Ile_de_France.html,49.0
10970,,,/Restaurant_Review-g186338-d2084899-Reviews-Meeraz-London_England.html,3.0
10971,,"['Quick Bites', 'Fast Food']",/Restaurant_Review-g190454-d13001052-Reviews-Mc_Donald_s-Vienna.html,12.0
10973,,,/Restaurant_Review-g274707-d7124283-Reviews-Creperie_On_Plzenska_Street-Prague_Bohemia.html,1.0
10974,$$ - $$$,"['Italian', 'Pizza']",/Restaurant_Review-g187147-d12632741-Reviews-Le_Rital-Paris_Ile_de_France.html,15.0
10975,$$ - $$$,"['Italian', 'Seafood', 'Mediterranean']",/Restaurant_Review-g187849-d12860006-Reviews-Trattoria_Il_Paiolo-Milan_Lombardy.html,290.0
10976,,,/Restaurant_Review-g186525-d7285778-Reviews-Cafe_Plus-Edinburgh_Scotland.html,6.0
10977,$,"['Italian', 'Pizza', 'Seafood']",/Restaurant_Review-g187849-d3707333-Reviews-Fermati_Qui-Milan_Lombardy.html,124.0
10978,$$ - $$$,,/Restaurant_Review-g187147-d11702167-Reviews-Le_Bistro_Du_Commerce-Paris_Ile_de_France.html,47.0
10979,,"['Indian', 'Street Food']",/Restaurant_Review-g187331-d12156192-Reviews-Manju-Hamburg.html,1.0
10980,,,/Restaurant_Review-g187323-d5523822-Reviews-Kleine_Badewiese-Berlin.html,2.0
10981,,,/Restaurant_Review-g187849-d8338619-Reviews-Pizzeria_E_Non_Solo-Milan_Lombardy.html,2.0
10982,$,,/Restaurant_Review-g187147-d4943053-Reviews-Caffe_Ritazza-Paris_Ile_de_France.html,38.0
10983,,,/Restaurant_Review-g187323-d6106906-Reviews-China_Snack-Berlin.html,9.0
10984,$,"['Fast Food', 'Vegan Options']",/Restaurant_Review-g187514-d9697369-Reviews-Subway-Madrid.html,46.0
10985,,,/Restaurant_Review-g187323-d12232694-Reviews-Chen_s_Wok-Berlin.html,14.0
10986,,,/Restaurant_Review-g190356-d5254723-Reviews-Le_Jardin-Luxembourg_City.html,30.0
10987,,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d12674936-Reviews-Babami-Berlin.html,20.0
10988,,,/Restaurant_Review-g187147-d5810610-Reviews-Paris_3emme-Paris_Ile_de_France.html,2.0
10989,$,"['Chinese', 'Japanese', 'Sushi']",/Restaurant_Review-g187849-d10623477-Reviews-Oita_Sushi-Milan_Lombardy.html,84.0
10990,$$ - $$$,,/Restaurant_Review-g187323-d4994223-Reviews-Fuchsbau-Berlin.html,16.0
10991,,"['European', 'Hungarian']",/Restaurant_Review-g274887-d11535916-Reviews-Creperia-Budapest_Central_Hungary.html,5.0
10992,,"['International', 'Barbecue', 'European']",/Restaurant_Review-g190454-d2144588-Reviews-Borromaus-Vienna.html,7.0
10993,$,"['European', 'Portuguese']",/Restaurant_Review-g189158-d5959836-Reviews-Churrasqueira_da_Beira_Lda-Lisbon_Lisbon_District_Central_Portugal.html,15.0
10994,$$ - $$$,"['European', 'Central European', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d12187927-Reviews-Obermaier_Restaurant_Salon-Berlin.html,28.0
10995,$$ - $$$,"['Mediterranean', 'Spanish', 'Basque']",/Restaurant_Review-g187514-d990636-Reviews-Vermont-Madrid.html,11.0
10997,,,/Restaurant_Review-g187323-d10624285-Reviews-Balaram-Berlin.html,5.0
10998,$,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g187497-d12971650-Reviews-Ziqi_Ramen_y_Sushi-Barcelona_Catalonia.html,53.0
10999,,,/Restaurant_Review-g189541-d3225876-Reviews-Louise-Copenhagen_Zealand.html,6.0
11000,$$ - $$$,"['American', 'Barbecue']",/Restaurant_Review-g187323-d11688849-Reviews-Kumpel_Keule-Berlin.html,61.0
11001,$,"['Barbecue', 'European', 'Portuguese']",/Restaurant_Review-g189158-d11912228-Reviews-O_Taxi-Lisbon_Lisbon_District_Central_Portugal.html,89.0
11002,,,/Restaurant_Review-g187497-d7117790-Reviews-The_Green_Farmers-Barcelona_Catalonia.html,5.0
11003,,,/Restaurant_Review-g188644-d7171660-Reviews-Le_Verseau-Brussels.html,1.0
11004,$,,/Restaurant_Review-g187791-d7759341-Reviews-John_Cabot-Rome_Lazio.html,30.0
11005,,,/Restaurant_Review-g187147-d3606073-Reviews-Fervere-Paris_Ile_de_France.html,3.0
11006,,,/Restaurant_Review-g186338-d9763504-Reviews-Mailinda-London_England.html,6.0
11007,$$ - $$$,,/Restaurant_Review-g187147-d11903569-Reviews-Gotham-Paris_Ile_de_France.html,31.0
11008,$$ - $$$,"['European', 'Vegetarian Friendly']",/Restaurant_Review-g187309-d4131064-Reviews-Hilton_Munich_Park_Salon_Marco_Polo-Munich_Upper_Bavaria_Bavaria.html,27.0
11009,,,/Restaurant_Review-g187514-d4268632-Reviews-El_Lazo_de_Castellana_210-Madrid.html,1.0
11010,,,/Restaurant_Review-g187497-d997964-Reviews-El_Menjador_de_Can_Ravel-Barcelona_Catalonia.html,3.0
11011,,,/Restaurant_Review-g187497-d7591721-Reviews-La_Sierra_de_Ancares-Barcelona_Catalonia.html,1.0
11012,,"['Mediterranean', 'British']",/Restaurant_Review-g186338-d4137954-Reviews-Sami_s_Deli-London_England.html,5.0
11013,,,/Restaurant_Review-g188644-d11719405-Reviews-Cocorico-Brussels.html,5.0
11014,,,/Restaurant_Review-g187514-d9849149-Reviews-La_Empanaderia-Madrid.html,9.0
11015,,"['French', 'Spanish']",/Restaurant_Review-g188057-d3538905-Reviews-Brasserie_aux_Cheminots-Geneva.html,7.0
11016,,"['Sushi', 'Asian']",/Restaurant_Review-g187323-d7789931-Reviews-Sushi_Club-Berlin.html,8.0
11017,$$ - $$$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187497-d3793871-Reviews-Restaurante_Cal_Manelet-Barcelona_Catalonia.html,53.0
11018,,,/Restaurant_Review-g186525-d4875888-Reviews-Leith_Community_Cafe-Edinburgh_Scotland.html,4.0
11019,,"['Mediterranean', 'European', 'Fusion']",/Restaurant_Review-g274856-d7606386-Reviews-Przepis-Warsaw_Mazovia_Province_Central_Poland.html,5.0
11020,,"['Japanese', 'Sushi']",/Restaurant_Review-g189934-d4922997-Reviews-Hanami-Helsinki_Uusimaa.html,4.0
11021,,"['European', 'Portuguese']",/Restaurant_Review-g189158-d2693798-Reviews-Adega_do_Artur-Lisbon_Lisbon_District_Central_Portugal.html,8.0
11022,$$ - $$$,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g187323-d10164682-Reviews-Pasta_Vino-Berlin.html,34.0
11023,$$ - $$$,"['Middle Eastern', 'Pakistani']",/Restaurant_Review-g186338-d12032969-Reviews-Suntrap-London_England.html,4.0
11024,,,/Restaurant_Review-g186338-d5080694-Reviews-The_Best_Kebab-London_England.html,3.0
11025,$$ - $$$,"['Steakhouse', 'Barbecue', 'Grill']",/Restaurant_Review-g187147-d11879673-Reviews-Flesh_Restaurant_Pigalle_Et_Canal_Saint_Martin-Paris_Ile_de_France.html,959.0
11026,,,/Restaurant_Review-g190454-d12788115-Reviews-Pizzeria_Al_Quattro-Vienna.html,3.0
11027,$$ - $$$,"['Japanese', 'Seafood', 'Sushi']",/Restaurant_Review-g187849-d13124243-Reviews-Cinquantadue-Milan_Lombardy.html,56.0
11028,,,/Restaurant_Review-g187147-d1335029-Reviews-Mizmiz-Paris_Ile_de_France.html,15.0
11029,,,/Restaurant_Review-g189852-d9785557-Reviews-Pizzeria_Montebello-Stockholm.html,7.0
11030,$$ - $$$,"['American', 'Vegetarian Friendly']",/Restaurant_Review-g187331-d1090513-Reviews-Bolero-Hamburg.html,50.0
11031,,,/Restaurant_Review-g187514-d13232007-Reviews-Restaurante_La_Espuela-Madrid.html,3.0
11032,$,,/Restaurant_Review-g187849-d8339850-Reviews-Enikma-Milan_Lombardy.html,12.0
11033,,,/Restaurant_Review-g189180-d13415332-Reviews-Bom_expresso-Porto_Porto_District_Northern_Portugal.html,2.0
11034,,,/Restaurant_Review-g189852-d11180524-Reviews-Restaurang_Professorn-Stockholm.html,9.0
11035,$$ - $$$,,/Restaurant_Review-g274856-d12404708-Reviews-Pazzo_Caffe_Piekarnia_Bistro-Warsaw_Mazovia_Province_Central_Poland.html,31.0
11036,$$ - $$$,"['Indian', 'Vegetarian Friendly']",/Restaurant_Review-g187331-d8333989-Reviews-Kaalia-Hamburg.html,15.0
11037,$$ - $$$,,/Restaurant_Review-g187514-d11921307-Reviews-Real_India-Madrid.html,18.0
11038,,,/Restaurant_Review-g806262-d8597758-Reviews-A_San_Sushi-Frederiksberg_Copenhagen_Zealand.html,9.0
11039,,,/Restaurant_Review-g187147-d5825579-Reviews-Fait_Maison-Paris_Ile_de_France.html,10.0
11040,$,"['Quick Bites', 'Fast Food']",/Restaurant_Review-g186338-d8746280-Reviews-Pret-London_England.html,13.0
11041,,,/Restaurant_Review-g186338-d6419398-Reviews-KO_Grill_Stepney-London_England.html,2.0
11042,$$ - $$$,"['Mediterranean', 'European', 'Spanish']",/Restaurant_Review-g187514-d990995-Reviews-Luso-Madrid.html,48.0
11044,,"['Caribbean', 'Jamaican']",/Restaurant_Review-g186338-d3140990-Reviews-Alter_Ega-London_England.html,14.0
11045,,"['American', 'Healthy']",/Restaurant_Review-g186605-d12157406-Reviews-Subway-Dublin_County_Dublin.html,6.0
11047,$$$$,"['Swiss', 'European']",/Restaurant_Review-g188057-d3840421-Reviews-Cafe_de_la_Place_a_Chancy-Geneva.html,41.0
11049,,,/Restaurant_Review-g186338-d6866810-Reviews-Roomseaons-London_England.html,2.0
11050,,,/Restaurant_Review-g187497-d7277870-Reviews-El_Raco_de_Poso-Barcelona_Catalonia.html,1.0
11051,$,"['Pizza', 'Vegetarian Friendly']",/Restaurant_Review-g187791-d8339181-Reviews-Alice_Pizza-Rome_Lazio.html,46.0
11052,,,/Restaurant_Review-g188590-d10713299-Reviews-Rapha_Cycle_Club-Amsterdam_North_Holland_Province.html,9.0
11053,$$ - $$$,,/Restaurant_Review-g187265-d1324359-Reviews-Steff-Lyon_Rhone_Auvergne_Rhone_Alpes.html,41.0
11055,,,/Restaurant_Review-g186605-d5791721-Reviews-Aladdin_s_Kebab-Dublin_County_Dublin.html,3.0
11056,$$ - $$$,"['Italian', 'Pizza', 'Vegetarian Friendly']",/Restaurant_Review-g187147-d12411211-Reviews-Motorino-Paris_Ile_de_France.html,20.0
11057,,,/Restaurant_Review-g187514-d5865420-Reviews-Restaurante_La_Embajada_Argentina-Madrid.html,14.0
11058,,"['Cafe', 'Pub']",/Restaurant_Review-g189400-d3456380-Reviews-Camp_Cafe_Bar-Athens_Attica.html,4.0
11059,,,/Restaurant_Review-g274772-d1098892-Reviews-Start-Krakow_Lesser_Poland_Province_Southern_Poland.html,13.0
11061,,,/Restaurant_Review-g187265-d7234081-Reviews-Soda_Bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,89.0
11062,$$ - $$$,"['European', 'Danish']",/Restaurant_Review-g189541-d9881524-Reviews-Restaurant_Eldorado-Copenhagen_Zealand.html,19.0
11063,,,/Restaurant_Review-g187331-d5513883-Reviews-Tilia-Hamburg.html,17.0
11064,,"['American', 'Fast Food']",/Restaurant_Review-g186338-d3400803-Reviews-McDonald_s-London_England.html,15.0
11065,,,/Restaurant_Review-g187331-d1039269-Reviews-Herakles_Grill-Hamburg.html,2.0
11066,,,/Restaurant_Review-g189541-d9829840-Reviews-Giin_Khao-Copenhagen_Zealand.html,10.0
11067,$$ - $$$,"['International', 'Vegetarian Friendly']",/Restaurant_Review-g190454-d12490131-Reviews-Bistro_Restaurant_Roots-Vienna.html,32.0
11068,,,/Restaurant_Review-g186338-d3975204-Reviews-Tosa-London_England.html,1.0
11069,$$ - $$$,"['Italian', 'Pizza', 'Mediterranean']",/Restaurant_Review-g186338-d8015092-Reviews-La_Gioconda_Pizzorante-London_England.html,219.0
11070,,,/Restaurant_Review-g190479-d6404155-Reviews-Pizza_Pancetta_Grefsen-Oslo_Eastern_Norway.html,8.0
11071,$,"['Polish', 'European']",/Restaurant_Review-g274772-d10394161-Reviews-Bar_mleczny_Flisak-Krakow_Lesser_Poland_Province_Southern_Poland.html,18.0
11072,,"['European', 'Czech']",/Restaurant_Review-g274707-d7645119-Reviews-Restaurace_Zahradka-Prague_Bohemia.html,6.0
11073,,,/Restaurant_Review-g186338-d10396602-Reviews-That_s_Amore_Of_Italy_Ltd_Camden_Town-London_England.html,2.0
11074,,,/Restaurant_Review-g187514-d5487134-Reviews-Granja_Burgalesa-Madrid.html,2.0
11076,$$ - $$$,"['Japanese', 'Asian']",/Restaurant_Review-g274924-d12644113-Reviews-Kansai_Restaurant-Bratislava_Bratislava_Region.html,13.0
11077,,,/Restaurant_Review-g187497-d11660538-Reviews-La_Gelateria-Barcelona_Catalonia.html,4.0
11078,$,"['Chinese', 'Asian', 'Cantonese']",/Restaurant_Review-g187265-d10884073-Reviews-Restaurant_China_Town-Lyon_Rhone_Auvergne_Rhone_Alpes.html,18.0
11079,,,/Restaurant_Review-g188590-d4505789-Reviews-Emmanuel_s_Snack_Bar-Amsterdam_North_Holland_Province.html,5.0
11080,$$ - $$$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187514-d6132048-Reviews-El_Comedor_De_Amara-Madrid.html,15.0
11081,,,/Restaurant_Review-g188644-d12238438-Reviews-Proznack-Brussels.html,8.0
11082,$,,/Restaurant_Review-g274856-d7189289-Reviews-Bubbleology-Warsaw_Mazovia_Province_Central_Poland.html,29.0
11083,,,/Restaurant_Review-g274856-d1213112-Reviews-Pizza_Del_Forno-Warsaw_Mazovia_Province_Central_Poland.html,26.0
11084,$,"['Quick Bites', 'Fast Food']",/Restaurant_Review-g189541-d12479038-Reviews-Rumbles_burger-Copenhagen_Zealand.html,38.0
11086,,,/Restaurant_Review-g186338-d12728105-Reviews-Avalon-London_England.html,3.0
11087,,,/Restaurant_Review-g187514-d1126167-Reviews-Jhambala-Madrid.html,43.0
11088,,,/Restaurant_Review-g187147-d3773925-Reviews-Casa_de_Torino-Paris_Ile_de_France.html,13.0
11089,,,/Restaurant_Review-g274707-d7124116-Reviews-Jin_Xin-Prague_Bohemia.html,5.0
11091,,,/Restaurant_Review-g187849-d5863742-Reviews-Pasticci_Milano-Milan_Lombardy.html,5.0
11092,,"['Italian', 'International']",/Restaurant_Review-g187849-d5002010-Reviews-Night_Food-Milan_Lombardy.html,3.0
11094,$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187497-d8041098-Reviews-Bodega_Carol-Barcelona_Catalonia.html,55.0
11095,$$ - $$$,"['Dessert', 'Cafe']",/Restaurant_Review-g187497-d10223184-Reviews-Farggi_La_Maquinista-Barcelona_Catalonia.html,16.0
11097,,"['Lebanese', 'Mediterranean']",/Restaurant_Review-g188644-d13220914-Reviews-Baba_Ganush-Brussels.html,4.0
11098,,,/Restaurant_Review-g186338-d5122999-Reviews-Al_Hags-London_England.html,2.0
11100,,,/Restaurant_Review-g187147-d1035284-Reviews-Les_Glenan-Paris_Ile_de_France.html,8.0
11101,,,/Restaurant_Review-g189158-d2322692-Reviews-Fixe_Mix-Lisbon_Lisbon_District_Central_Portugal.html,3.0
11102,,,/Restaurant_Review-g190454-d12473137-Reviews-Takan_s_Delikatessen-Vienna.html,10.0
11103,$$ - $$$,"['French', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g187147-d1334093-Reviews-Le_Verbalon-Paris_Ile_de_France.html,128.0
11104,,"['Bar', 'Pub']",/Restaurant_Review-g187147-d12682862-Reviews-Lenouvo_Cosmos-Paris_Ile_de_France.html,5.0
11105,$$ - $$$,"['French', 'Wine Bar']",/Restaurant_Review-g190356-d9728824-Reviews-Bar_A_Vin-Luxembourg_City.html,14.0
11106,,,/Restaurant_Review-g187147-d1336437-Reviews-Le_Malibu-Paris_Ile_de_France.html,19.0
11108,$$ - $$$,"['European', 'Portuguese']",/Restaurant_Review-g189158-d5981238-Reviews-Pastelaria_Ribeiro-Lisbon_Lisbon_District_Central_Portugal.html,56.0
11109,$$ - $$$,"['Austrian', 'Cafe', 'European']",/Restaurant_Review-g190454-d10713466-Reviews-Der_Mann-Vienna.html,17.0
11110,,"['Fast Food', 'European', 'Soups']",/Restaurant_Review-g1136495-d13448140-Reviews-Entre_Ose-Woluwe_Saint_Lambert_Brussels.html,7.0
11111,,,/Restaurant_Review-g186605-d3510857-Reviews-Bake_My_Day-Dublin_County_Dublin.html,3.0
11112,$$ - $$$,"['European', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d1340129-Reviews-Hotel_und_Gasthof_Zum_Ziehbrunnen_Ungarisches_Restaurant_Gemeskut_Csarda-Berlin.html,34.0
11113,$,"['African', 'Bar', 'Cafe']",/Restaurant_Review-g187514-d11693153-Reviews-Africa_Fusion_Restaurante-Madrid.html,34.0
11115,$$ - $$$,"['Belgian', 'European']",/Restaurant_Review-g1136488-d10082380-Reviews-La_Terrasse_de_l-Uccle_Brussels.html,28.0
11116,$,"['Bar', 'European', 'Pub']",/Restaurant_Review-g274707-d12512061-Reviews-Hospoda_Pod_Nuselskym_Mostem-Prague_Bohemia.html,10.0
11117,,,/Restaurant_Review-g187497-d1077859-Reviews-Il_Rigoletto_Da_Ciro-Barcelona_Catalonia.html,1.0
11118,$$ - $$$,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g188113-d12596864-Reviews-Spice_Village-Zurich.html,29.0
11119,,,/Restaurant_Review-g187265-d8418544-Reviews-Le_Gambetta-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.0
11120,,,/Restaurant_Review-g187147-d6429658-Reviews-Le_16_Bar-Paris_Ile_de_France.html,8.0
11121,$,"['Bakeries', 'Cafe', 'Spanish']",/Restaurant_Review-g187514-d9586379-Reviews-Granier-Madrid.html,30.0
11122,$$ - $$$,"['French', 'Wine Bar']",/Restaurant_Review-g187147-d9767189-Reviews-La_Cave_Du_Paul_Bert-Paris_Ile_de_France.html,35.0
11123,$$ - $$$,,/Restaurant_Review-g187514-d7088642-Reviews-Santo_y_sena-Madrid.html,20.0
11124,$,,/Restaurant_Review-g187849-d6196887-Reviews-Good_Morning_Caffe_Milano-Milan_Lombardy.html,37.0
11125,,,/Restaurant_Review-g187791-d12611029-Reviews-Marino-Rome_Lazio.html,5.0
11126,,"['Fast Food', 'Spanish']",/Restaurant_Review-g187514-d6372979-Reviews-La_Golfa-Madrid.html,2.0
11127,$$ - $$$,"['Mediterranean', 'European', 'Spanish']",/Restaurant_Review-g187497-d11800569-Reviews-Chesco_Sal_I_Sucre-Barcelona_Catalonia.html,26.0
11128,,,/Restaurant_Review-g186338-d12171818-Reviews-Mambocino-London_England.html,3.0
11129,,,/Restaurant_Review-g187849-d5813885-Reviews-Moto_Pizza_a_Domicilio-Milan_Lombardy.html,16.0
11130,$,"['Sushi', 'Asian', 'Vegetarian Friendly']",/Restaurant_Review-g187331-d10830503-Reviews-Makalu_Kitchen-Hamburg.html,22.0
11131,,,/Restaurant_Review-g187849-d8338524-Reviews-Il_Ritrovo-Milan_Lombardy.html,7.0
11132,,,/Restaurant_Review-g274856-d4738656-Reviews-Lawenda_Cafe-Warsaw_Mazovia_Province_Central_Poland.html,4.0
11133,$$$$,"['European', 'Pub', 'Portuguese']",/Restaurant_Review-g189158-d4795354-Reviews-Machado_Fadorestaurang_Lissabon-Lisbon_Lisbon_District_Central_Portugal.html,17.0
11134,$,"['Quick Bites', 'Cafe', 'British']",/Restaurant_Review-g186338-d13185579-Reviews-Dan_DeCarlo-London_England.html,29.0
11135,,,/Restaurant_Review-g186338-d7180913-Reviews-Reel_In_Fish_Chips-London_England.html,7.0
11136,,,/Restaurant_Review-g187323-d7192322-Reviews-Arleo-Berlin.html,3.0
11137,,,/Restaurant_Review-g188113-d2091996-Reviews-Lido_Utoquai-Zurich.html,7.0
11138,,,/Restaurant_Review-g274873-d6931246-Reviews-Buf_Gostinstvo-Ljubljana_Upper_Carniola_Region.html,6.0
11139,,,/Restaurant_Review-g187265-d3751428-Reviews-Restaurant_des_Iles-Lyon_Rhone_Auvergne_Rhone_Alpes.html,105.0
11140,$,"['Dessert', 'Italian', 'Bar']",/Restaurant_Review-g187849-d9767591-Reviews-Foodie_s-Milan_Lombardy.html,50.0
11141,$,"['European', 'Portuguese']",/Restaurant_Review-g189180-d8092961-Reviews-Colher_De_Cha-Porto_Porto_District_Northern_Portugal.html,9.0
11142,,,/Restaurant_Review-g186338-d11825436-Reviews-Mac_To_The_Future-London_England.html,4.0
11143,$$ - $$$,,/Restaurant_Review-g187147-d1322263-Reviews-Le_Lucernaire-Paris_Ile_de_France.html,76.0
11144,$$ - $$$,"['Mediterranean', 'European', 'Spanish']",/Restaurant_Review-g187497-d5865286-Reviews-La_lola_Restaurant-Barcelona_Catalonia.html,1717.0
11145,,,/Restaurant_Review-g190454-d12228594-Reviews-Bluem_Im_Museum-Vienna.html,5.0
11147,$,"['Quick Bites', 'Japanese', 'Fast Food']",/Restaurant_Review-g186338-d12525309-Reviews-K10_Modern_Japanese-London_England.html,12.0
11148,$,"['Austrian', 'European', 'Central European']",/Restaurant_Review-g190454-d5986264-Reviews-Zu_Den_3_Linden-Vienna.html,43.0
11149,,"['Austrian', 'European']",/Restaurant_Review-g190454-d2295624-Reviews-Zum_Huth_Im_Haus_der_Musik-Vienna.html,25.0
11150,,,/Restaurant_Review-g186525-d10303614-Reviews-Marks_Spencer_Cafe-Edinburgh_Scotland.html,10.0
11151,,,/Restaurant_Review-g274707-d4597143-Reviews-Hockeyka-Prague_Bohemia.html,9.0
11152,,,/Restaurant_Review-g188057-d9873529-Reviews-La_Replique_cantine_du_theatre-Geneva.html,3.0
11153,,,/Restaurant_Review-g187497-d1081031-Reviews-Tocororo-Barcelona_Catalonia.html,1.0
11154,,,/Restaurant_Review-g187147-d1337116-Reviews-Dionysos_Cafe-Paris_Ile_de_France.html,1.0
11155,$$ - $$$,,/Restaurant_Review-g187849-d10782585-Reviews-Grom-Milan_Lombardy.html,31.0
11156,,,/Restaurant_Review-g187147-d5969402-Reviews-Le_Point_Bar-Paris_Ile_de_France.html,3.0
11157,$$ - $$$,"['Cafe', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d7059601-Reviews-Gm26-Berlin.html,20.0
11158,,"['Cafe', 'European']",/Restaurant_Review-g189852-d4052900-Reviews-Cafe_by_HICHA-Stockholm.html,2.0
